1 10532754 0.700116017377481
2 3574843 0.237621123963378
3 243097 0.016158746656042
4 27087 0.00180048281415324
5 1550 0.00010302906789004
6 8920 0.000592915668115588
7 48459 0.00322108748444095
8 83856 0.00557393904321757
9 75448 0.00501505620268889
10 63870 0.00424546230073347
11 60780 0.0040400688686172
12 58263 0.00387276295643705
13 44780 0.00297654300652646
14 35972 0.00239107201944551
15 32583 0.00216580394778141
16 29278 0.00194611938689329
17 22753 0.00151240024625941
18 17064 0.00113425033191977
19 12871 0.00085554008568562
20 9525 0.000633130239775894
21 7202 0.000478719578673594
22 6355 0.000422419178349166
23 6470 0.000430063270482943
24 6123 0.00040699805334885
25 4601 0.000305830155717468
26 3250 0.000216028690737182
27 2719 0.000180732926189045
28 2162 0.000143708932115011
29 1750 0.000116323141166175
30 1478 9.82432015106321e-05
31 1243 8.26226654111744e-05
32 963 6.40109628245864e-05
33 917 6.09533259710756e-05
34 808 5.37080560355824e-05
35 741 4.92545414880774e-05
36 729 4.84568970915094e-05
37 665 4.42027936431464e-05
38 557 3.70239940740339e-05
39 507 3.37004757550003e-05
40 424 2.81834353454046e-05
41 391 2.59899132548425e-05
42 358 2.37963911642803e-05
43 266 1.76811174572586e-05
44 248 1.64846508624065e-05
45 210 1.3958776939941e-05
46 170 1.12999622847141e-05
47 134 8.90702909500995e-06
48 135 8.97349946139062e-06
49 154 1.02364364226234e-05
50 127 8.44173653034525e-06
51 125 8.30879579758391e-06
52 105 6.97938846997048e-06
53 103 6.84644773720914e-06
54 95 6.31468480616377e-06
55 103 6.84644773720914e-06
56 107 7.11232920273183e-06
57 112 7.44468103463518e-06
58 83 5.51704040959572e-06
59 87 5.7829218751184e-06
60 72 4.78586637940833e-06
61 67 4.45351454750497e-06
62 54 3.58939978455625e-06
63 55 3.65587015093692e-06
64 54 3.58939978455625e-06
65 40 2.65881465522685e-06
66 41 2.72528502160752e-06
67 34 2.25999245694282e-06
68 47 3.12410721989155e-06
69 40 2.65881465522685e-06
70 43 2.85822575436886e-06
71 45 2.99116648713021e-06
72 41 2.72528502160752e-06
73 35 2.32646282332349e-06
74 35 2.32646282332349e-06
